Project Status,Schedule Variance,Project Description,Milestone Description,Milestone Type,Milestone Indentifier,Project Status,Stage,Work Notes:,Actual/Schedule Finish,Baseline Date,Variance (d),Variance (%)
Assumed Completed,0%,Project 163,IMPLEMENT PHASE COMPLETE (GATE 2),Governance,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,09/12/2024,09/12/2024,0,0.0%
Assumed Completed,0%,Project 144,TrackAR AnyCloud Development & Test,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,10/01/2025,10/01/2025,0,0.0%
Assumed Completed,0%,Project 144,Safecomm AnyCloud Development & Test,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,07/02/2025,07/02/2025,0,0.0%
Assumed Completed,-5% to 0%,Project 144,TrackAR AnyCloud Prod Deployment,Deliverable,Go-Live,Assumed Completed,3. Evaluate,Delay reason shown here,28/02/2025,29/01/2025,-22,-4.3%
Assumed Completed,-5% to 0%,Project 144,Safecomm AnyCloud Prod Deployment,Deliverable,Go-Live,Assumed Completed,3. Evaluate,Delay reason shown here,28/02/2025,20/02/2025,-6,-1.2%
Assumed Completed,-25% to -10%,Project 54,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,4. Analyse & Design,Delay reason shown here,15/09/2023,05/04/2023,-114,-15.6%
Assumed Completed,N/A,Project 128,Obtain Sign off on Concept paper,Unassigned,Yes,Assumed Completed,2. Concept,Delay reason shown here,21/02/2023,,,
Assumed Completed,0% to 5%,Project 46,TMS R4 UAT environment setup- Commencement,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,31/05/2024,25/09/2024,82,4.8%
Assumed Completed,0%,Project 163,3.05 Business Impact Assessment Sign Off,Deliverable,Project Kickoff,Assumed Completed,7. Closure,Delay reason shown here,07/06/2024,07/06/2024,0,0.0%
Assumed Completed,0%,Project 163,BUSINESS GO LIVE,Deliverable,Go-Live,Assumed Completed,7. Closure,Delay reason shown here,09/12/2024,09/12/2024,0,0.0%
Assumed Completed,0%,Project 163,Project Health Check Completed 8 Mar'24,Governance,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,08/03/2024,08/03/2024,0,0.0%
Assumed Completed,5% to 10%,Project 46,Freight Timetable Data (TRIMS) interfaces unit tes,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,08/12/2023,09/05/2024,95,5.5%
Assumed Completed,-5% to 0%,Project 46,3.11 Prelim Sol'n Arch Design (PSAD) Sign Off,Deliverable,Project Kickoff,Assumed Completed,6. Implement,Delay reason shown here,20/02/2023,20/02/2023,-1,-0.1%
Assumed Completed,0%,Project 120,Approval for RFP,Deliverable,Yes,Assumed Completed,6. Implement,Delay reason shown here,10/10/2024,10/10/2024,0,0.0%
Assumed Completed,0%,Project 172,3.02 GR Cyber Sec Requirements Form Submitted,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,11/03/2025,11/03/2025,0,0.0%
Assumed Completed,0%,Project 44,Business Requirements signed off,Unassigned,Yes,Assumed Completed,3. Evaluate,Delay reason shown here,15/07/2022,15/07/2022,0,0.0%
Assumed Completed,0%,Project 172,3.19 GR Service Design & Definition Team Engaged,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,17/03/2025,17/03/2025,0,0.0%
Assumed Completed,0%,Project 163,UAT Complete,Unassigned,Unassigned,Assumed Completed,7. Closure,Delay reason shown here,29/11/2024,29/11/2024,0,0.0%
Assumed Completed,0%,Project 92,PCR-236824 Approved for EoT to Aug'25,Governance,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,20/02/2025,20/02/2025,0,0.0%
Assumed Completed,N/A,Project 160,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,2. Concept,Delay reason shown here,14/03/2025,,,
Assumed Completed,N/A,Project 160,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,2. Concept,Delay reason shown here,31/03/2025,,,
Assumed Completed,N/A,Project 161,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,2. Concept,Delay reason shown here,14/03/2025,,,
Assumed Completed,N/A,Project 161,3.06 Business Requirements Document Sign Off,Deliverable,Project Kickoff,Assumed Completed,2. Concept,Delay reason shown here,31/03/2025,,,
Assumed Completed,0%,Project 159,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,2. Concept,Delay reason shown here,31/03/2025,31/03/2025,0,0.0%
Assumed Completed,0%,Project 34,PCR-01,Governance,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,03/02/2025,03/02/2025,0,0.0%
Assumed Completed,0%,Project 132,Cloud hosting decision paper endorse by GSIT PDA,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,28/03/2024,28/03/2024,0,0.0%
Assumed Completed,0%,Project 132,Cloud design endorse by GSIT PDA,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/07/2024,18/07/2024,0,0.0%
Assumed Completed,0%,Project 132,Network Design & AVD Deployment Solution,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,07/03/2025,07/03/2025,0,0.0%
Assumed Completed,0%,Project 132,TPS.Plan DEV01 environment handover to SIEMENS,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Assumed Completed,0%,Project 132,TPS.Plan Sandpit environment handover to SIEMENS a,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,23/10/2024,23/10/2024,0,0.0%
Assumed Completed,0%,Project 132,TPS.Plan TEST environment handover to SIEMENS,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,09/01/2025,09/01/2025,0,0.0%
Assumed Completed,0%,Project 132,TPS.Plan DEV02 environment handover to SIEMENS,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,15/01/2025,15/01/2025,0,0.0%
Assumed Completed,0%,Project 132,Integration SAD sign-off,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,17/03/2025,17/03/2025,0,0.0%
Assumed Completed,0%,Project 132,Integration solution build,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,28/02/2025,28/02/2025,0,0.0%
Assumed Completed,0%,Project 132,Procurement service request and engagement,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,13/08/2024,13/08/2024,0,0.0%
Assumed Completed,0%,Project 132,Procurement strategy sign-off,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,11/10/2024,11/10/2024,0,0.0%
Assumed Completed,0%,Project 132,Procurement documents and RFP packing,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/10/2024,18/10/2024,0,0.0%
Assumed Completed,0%,Project 132,Release RFP for tender,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,21/10/2024,21/10/2024,0,0.0%
Assumed Completed,0%,Project 132,Tender evaluation report and approval,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,11/03/2025,11/03/2025,0,0.0%
Assumed Completed,0%,Project 132,HCL Briefing & Engagement,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,26/08/2024,26/08/2024,0,0.0%
Assumed Completed,0%,Project 132,Draft Test Strategy,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,04/10/2024,04/10/2024,0,0.0%
Assumed Completed,0%,Project 132,Test Strategy review and sign-off,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,09/12/2024,09/12/2024,0,0.0%
Assumed Completed,0%,Project 123,PCR-03: Extend project to end Jun'25,Governance,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,26/02/2025,26/02/2025,0,0.0%
Assumed Completed,0%,Project 34,Vendor Onboarding Complete,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
Assumed Completed,0%,Project 34,Vendor Solution Design Submitted for Review,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,14/03/2025,14/03/2025,0,0.0%
Assumed Completed,0%,Project 144,3.20 Test Strategy Sign Off,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,28/02/2025,28/02/2025,0,0.0%
Assumed Completed,0%,Project 144,3.14 Project Management Plan Sign Off,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,28/02/2025,28/02/2025,0,0.0%
Assumed Completed,N/A,Project 167,PCR-01,Governance,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,26/02/2025,,,
Assumed Completed,0%,Project 143,"PCR-01 Scope, Budget & Schedule Change",Governance,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,11/03/2025,11/03/2025,0,0.0%
Assumed Completed,0%,Project 143,ROC Reporting Uplift Phase 1 Go Live,Deliverable,Go-Live,Assumed Completed,3. Evaluate,Delay reason shown here,31/01/2025,31/01/2025,0,0.0%
Assumed Completed,N/A,Project 132,4.01 Sol'n Architecture Design (SAD) Sign Off 1.1,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,17/03/2025,,,
Assumed Completed,0%,Project 95,2.00 Investment Brief (or Equivalent) Sign Off,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,19/11/2024,19/11/2024,0,0.0%
Assumed Completed,0%,Project 95,2.00 Arch Review & Cyber Sec Assessment Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,07/02/2025,07/02/2025,0,0.0%
Assumed Completed,0%,Project 95,2.00 Prioritisation Score Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,14/02/2025,14/02/2025,0,0.0%
Assumed Completed,0%,Project 95,2.00 P20 Cost Estimate Ready,Deliverable,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,21/02/2025,21/02/2025,0,0.0%
Assumed Completed,0%,Project 95,CONCEPT PHASE COMPLETE (GATE 0),Governance,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,26/02/2025,26/02/2025,0,0.0%
Assumed Completed,0%,Project 57,Kick Off Sprint 1,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,26/03/2025,26/03/2025,0,0.0%
Assumed Completed,0%,Project 143,Kick Off Sprint 1,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,04/03/2025,04/03/2025,0,0.0%
Assumed Completed,0%,Project 143,End of Sprint 1,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/03/2025,18/03/2025,0,0.0%
Assumed Completed,N/A,Project 144,Safecomm Legacy AWS Decommissioning,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,31/03/2025,,,
Assumed Completed,N/A,Project 144,TrackAR Legacy AWS Decommissioning,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,31/03/2025,,,
Assumed Completed,N/A,Project 98,Vendor SoW Sign Off by GSIT,Governance,Project Kickoff,Assumed Completed,3. Evaluate,Delay reason shown here,27/03/2025,,,
Assumed Completed,0%,Project 121,PCR-03: Extend project to Oct'25 (Approved 26/3),Governance,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,26/03/2025,26/03/2025,0,0.0%
Assumed Completed,0%,Project 143,Sprint Plan,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/03/2025,18/03/2025,0,0.0%
Assumed Completed,0%,Project 143,Sprint Review,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/03/2025,18/03/2025,0,0.0%
Assumed Completed,0%,Project 143,Sprint Retrospective,Deliverable,Unassigned,Assumed Completed,3. Evaluate,Delay reason shown here,18/03/2025,18/03/2025,0,0.0%
Assumed Completed,N/A,Project 139,CI PORTAL UAT COMPLETE,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,28/03/2025,,,
Assumed Completed,N/A,Project 139,CI Portal Transitional Support to GSIT from Corp,Deliverable,Unassigned,Assumed Completed,6. Implement,Delay reason shown here,31/03/2025,,,
Prepare for Closure,-5% to 0%,Project 163,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Prepare for Closure,7. Closure,Delay reason shown here,17/04/2025,31/03/2025,-14,-2.6%
Prepare for Closure,-5% to 0%,Project 163,7.01 Handover Document Sign Off,Deliverable,Gate 3 Approval,Prepare for Closure,7. Closure,Delay reason shown here,17/04/2025,31/03/2025,-14,-2.6%
Prepare for Closure,<-25%,Project 55,PROJECT CLOSED (GATE 3),Governance,Gate 3 Approval,Prepare for Closure,4. Analyse & Design,Delay reason shown here,01/04/2025,05/02/2024,-285,-68.0%
Prepare for Closure,<-25%,Project 55,7.03 Closure Memo Sign Off,Deliverable,Gate 3 Approval,Prepare for Closure,4. Analyse & Design,Delay reason shown here,01/04/2025,09/02/2024,-281,-67.1%
Prepare for Closure,-5% to 0%,Project 163,7.03 Closure Checklist & Memo Sign Off,Deliverable,Gate 3 Approval,Prepare for Closure,7. Closure,Delay reason shown here,17/04/2025,31/03/2025,-14,-2.6%
Prepare for Closure,-5% to 0%,Project 163,7.02 PIR Sign Off,Deliverable,Gate 3 Approval,Prepare for Closure,7. Closure,Delay reason shown here,17/04/2025,31/03/2025,-14,-2.6%
Completed,0%,Project 151,"CIS Applications(RTTA, PMG)Migration Establishment",Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,19/12/2023,19/12/2023,0,0.0%
Completed,0%,Project 151,CIS  Migrt. Scratch &Design Comple,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,02/04/2024,02/04/2024,0,0.0%
Completed,0%,Project 151,CIS Migration Analysis Complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,19/02/2024,19/02/2024,0,0.0%
Completed,0%,Project 151,CIS  Migration Discovery Complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,31/01/2024,31/01/2024,0,0.0%
Completed,0%,Project 151,Azure ASEv3 Platform (including Security)-complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,30/04/2024,30/04/2024,0,0.0%
Completed,0%,Project 151,Integration with AnyCloud Accounts - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,02/04/2024,02/04/2024,0,0.0%
Completed,0%,Project 151,Security Alerts integrations - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,19/02/2024,19/02/2024,0,0.0%
Completed,0%,Project 151,Security Alerts integrations,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,01/08/2023,01/08/2023,0,0.0%
Completed,0%,Project 151,Integration with AnyCloud Subscription - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,02/04/2024,02/04/2024,0,0.0%
Completed,0%,Project 151,Security Alerts integrations - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,19/02/2024,19/02/2024,0,0.0%
Completed,0%,Project 151,Establish Tagging Standard - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,30/11/2023,30/11/2023,0,0.0%
Completed,0%,Project 151,Define/Identify Governance Reports - complete,Unassigned,Yes,Completed,5. Build & Test,Delay reason shown here,19/02/2024,19/02/2024,0,0.0%
Completed,-10% to -5%,Project 106,Production migration,Deliverable,Go-Live,Completed,7. Closure,Delay reason shown here,27/05/2024,24/04/2024,-21,-5.4%
Completed,-5% to 0%,Project 106,Data Analysis and Extraction,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,26/04/2024,19/04/2024,-4,-1.0%
Completed,-5% to 0%,Project 106,Migration Scripts Development and build,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,07/05/2024,18/04/2024,-12,-3.1%
Completed,-5% to 0%,Project 106,UAT Complete,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,17/05/2024,26/04/2024,-15,-3.8%
Completed,0%,Project 106,P20 Cost Estimate Approved,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,11/01/2024,11/01/2024,0,0.0%
Completed,0%,Project 106,PSAD signed off,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,31/01/2024,31/01/2024,0,0.0%
Completed,-5% to 0%,Project 106,Vendor On Boarding Complete,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,19/02/2024,29/01/2024,-15,-3.8%
Completed,-5% to 0%,Project 106,Solution Architecture Design Signed Off,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,16/02/2024,29/01/2024,-14,-3.6%
Completed,-10% to -5%,Project 106,Access provisioning,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,15/03/2024,25/01/2024,-35,-9.0%
Completed,-5% to 0%,Project 106,Analysis of security and Acces control mapping,Unassigned,Yes,Completed,7. Closure,Delay reason shown here,11/04/2024,02/04/2024,-7,-1.8%
Completed,0%,Project 101,Evaluate- PMP,Unassigned,Unassigned,Completed,7. Closure,Delay reason shown here,22/03/2024,22/03/2024,0,0.0%
Completed,0%,Project 101,Evaluate- BRD,Unassigned,Unassigned,Completed,7. Closure,Delay reason shown here,19/03/2024,19/03/2024,0,0.0%
Completed,0%,Project 132,Complete Tender Evaluation,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,12/10/2022,12/10/2022,0,0.0%
Completed,0%,Project 132,Release RFP,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,02/05/2022,02/05/2022,0,0.0%
Completed,0%,Project 132,Limited Trial Evaluation Report,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,11/05/2023,11/05/2023,0,0.0%
Completed,0%,Project 132,Finalise Funding Approval for Stage 1 - FIAC,Governance,Unassigned,Completed,3. Evaluate,Delay reason shown here,22/12/2023,22/12/2023,0,0.0%
Completed,0%,Project 132,Present P20 IT Estimation to Stakeholders,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,08/06/2022,08/06/2022,0,0.0%
Completed,0%,Project 132,Conceptual Architecture Design,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,14/09/2023,14/09/2023,0,0.0%
Completed,0%,Project 132,Present Conceptual Architecture to TAC,Governance,Unassigned,Completed,3. Evaluate,Delay reason shown here,28/09/2023,28/09/2023,0,0.0%
Completed,0%,Project 132,Present Conceptual Architecture to GSIT PDA,Governance,Unassigned,Completed,3. Evaluate,Delay reason shown here,02/11/2023,02/11/2023,0,0.0%
Completed,0%,Project 132,Complete IT Delivery Org Design,Deliverable,Unassigned,Completed,3. Evaluate,Delay reason shown here,27/09/2023,27/09/2023,0,0.0%
Completed,0%,Project 132,Present IT Delivery Org to Stakeholders,Governance,Unassigned,Completed,3. Evaluate,Delay reason shown here,10/10/2023,10/10/2023,0,0.0%
Completed,0%,Project 122,Raise Change Request,Unassigned,Unassigned,Completed,6. Implement,Delay reason shown here,18/12/2023,15/12/2023,0,0.0%
Completed,0%,Project 122,Test Phase UAT,Unassigned,Unassigned,Completed,6. Implement,Delay reason shown here,16/01/2024,16/01/2024,0,0.0%
Completed,0%,Project 122,Business Training,Unassigned,Unassigned,Completed,6. Implement,Delay reason shown here,29/01/2024,25/01/2024,0,0.0%
